model,waic,waic_se,waic_weight,looic,looic_se,looic_weight
fit1,1753.4472859111622,32.005222076881395,0.6579731064000489,1753.5493152014392,32.02480086390768,0.6545645431182602
fit2,1754.8696981081332,32.26457425057093,0.32309873585487126,1754.9397418886365,32.27665128371678,0.3266067511343953
fit3,1773.568350117472,32.67376065886875,2.811736155789224e-5,1773.670786293181,32.69311513174743,2.7966012343369104e-5
